balance,birthdate,cust_id,customer_type,gender,join_date,name,number_of_accounts,pep
4692.104557240183,1973-05-14,334,private,female,2003-02-08,Kelly Smith,9,False
4352.1340673692675,2009-04-29,335,corporate,female,1974-08-01,Matthew Hopkins,6,False
4884.788633112233,1981-01-12,336,private,female,1974-09-30,Heather Williams,14,False
9490.716841435564,1999-07-10,337,corporate,male,1984-11-27,Steven Valentine,12,True
5943.090553908135,1990-07-10,338,private,male,1994-04-14,Shelly Allen,5,True
7468.255887533106,2001-10-17,339,corporate,female,2007-11-28,Jerome Foster,14,True
927.3876857430379,1992-07-06,340,private,female,1972-10-17,Kaitlyn Wright,3,False
1317.6881523139364,2005-06-01,341,corporate,male,1981-04-05,Billy Nguyen,11,False
9006.672288534117,2016-12-20,342,private,female,1987-08-11,Jennifer Hernandez,9,True
13299.33322964203,1982-05-14,343,private,female,1979-02-21,Erin Jones,13,False
910.6580285360259,2008-11-09,344,private,male,2010-07-22,Sheila Cox,6,False
9413.107993892114,2002-05-11,345,corporate,female,1982-07-28,Mr. John Young,1,True
7946.453046338399,1993-12-23,346,private,female,2015-07-24,Dawn Mason,4,True
6735.558840820636,1971-04-07,347,corporate,female,1994-09-24,Dana Burnett,1,True
2659.0519854562517,2015-03-07,348,private,female,1987-07-06,Toni Harrell,13,False
13229.260362873563,1987-07-06,349,private,male,1989-06-23,Roger Taylor,10,True
7835.719235284847,1973-05-19,350,corporate,male,1990-07-29,Gail Luna,9,True
6737.970604750876,2001-11-28,351,private,female,1984-08-03,Colleen Martin,10,False
5108.620271752591,1989-09-16,352,private,female,1998-03-31,Ms. Sarah Gates,4,False
150.01521488392612,1996-11-23,353,private,female,1991-02-16,Denise Ross,3,False
3755.9418322457223,2008-07-16,354,private,female,1993-07-02,Tony Hawkins,11,False
365.37768821349624,1995-10-13,355,corporate,male,1977-02-03,Julie Martin,5,False
10946.115347813076,2006-05-04,356,corporate,female,1970-08-19,Terry Harris,7,True
11263.30333073313,2000-04-15,357,corporate,male,1997-10-03,James Perry,13,False
7597.748592809846,1980-07-02,358,private,male,1981-04-17,Richard Benton,13,False
3553.430341469698,1977-03-11,359,private,male,1993-11-26,Tiffany Poole,3,False
18974.798074886367,2004-08-29,360,corporate,male,1982-04-09,Derek Pratt,10,True
6090.107439776051,1979-12-12,361,corporate,male,1992-03-06,Dustin Hall,14,False
12503.851157309926,2002-05-27,362,corporate,female,1999-01-25,Ronald Lopez,14,True
6438.405942190034,1984-09-17,363,private,male,2017-05-28,Monica Reynolds,13,True
7743.478993859649,2017-08-07,364,private,female,2010-10-25,Jose Aguirre,14,False
3326.19887006059,1979-12-28,365,private,male,2011-11-19,Courtney Sawyer,6,True
11217.524671960316,1996-06-01,366,private,male,1990-09-07,Mark Curry,4,False
8377.631388280237,2015-09-11,367,private,male,1986-02-09,Christopher Norman,6,False
4985.38918111699,2007-11-12,368,private,male,1998-01-30,Bryan Garcia,12,False
2691.9174780874096,2014-01-23,369,private,male,2009-05-08,Angela Jenkins,11,False
11323.91073570098,1997-07-17,370,corporate,male,1986-11-04,Austin Thomas,6,True
15009.742221036644,2017-08-17,371,corporate,male,1990-06-08,Jasmine Paul,13,True
2392.736710755173,2007-05-31,372,private,male,1985-01-25,Lawrence Sanders,1,True
11548.4270975495,1973-07-07,373,private,female,1986-10-03,Nicholas Newman,3,True
1125.4277865290937,2011-01-04,374,corporate,male,1985-11-01,Blake Phillips,12,False
12184.437700271877,2018-07-10,375,corporate,female,1980-11-19,Rachel Shaw,12,False
6667.343894895134,1992-05-25,376,private,female,2014-06-22,Felicia Miller,5,False
2251.608280839248,2014-07-22,377,corporate,male,1970-11-07,Cynthia Harrison,1,False
20476.89961784729,1996-09-28,378,private,female,1974-08-27,Patrick Salinas,9,True
16294.10678425103,1988-10-10,379,private,male,2016-05-01,Scott Rowland,12,True
2270.31149417463,2000-04-17,380,corporate,male,1982-03-26,James Murphy,11,True
8061.375259154434,1991-08-08,381,private,male,1998-01-09,Claire Lynch,6,True
5921.3029604099165,2002-10-19,382,corporate,male,1990-03-26,Andrea Johnson,12,False
3314.0217908126247,2008-01-26,383,corporate,male,1981-03-23,Kara Meyers,1,False
6285.746518717169,1990-06-29,384,private,male,2015-02-17,Nicholas Wilkinson,1,True
647.2084192096615,2011-06-04,385,private,female,2002-11-30,Andrea Lewis,8,False
11592.700908649671,1983-09-30,386,corporate,female,2000-03-11,Heather Gardner,1,True
8797.38575361325,1970-10-30,387,corporate,female,1993-12-11,John English,13,True
13202.285134332878,1984-07-15,388,private,male,1994-05-30,Benjamin Byrd,8,False
15407.653409250854,1970-03-26,389,private,male,1988-01-09,Howard Taylor,14,False
4576.373098927845,2010-05-28,390,private,female,2006-09-15,Zachary Mayer,3,True
5249.22755633082,1979-04-02,391,private,female,1975-03-20,Jill Cox,7,False
7894.252491848472,1985-05-14,392,private,female,1972-08-29,Jacob Collins,6,False
13760.643356464618,2006-04-08,393,private,male,2000-05-10,Matthew Gomez,9,False
5674.370603956532,1991-09-18,394,corporate,male,1984-04-01,Sean Hale,7,False
8395.217145315617,1994-12-14,395,private,male,1971-03-23,Michael Hayes,1,False
1679.117102612765,2018-05-25,396,private,female,2015-06-26,Rebekah Glover,9,False
3158.4223794713334,1987-11-03,397,corporate,female,1991-04-13,Alicia Christian,5,True
6128.2563703893065,2001-07-16,398,private,male,2005-12-29,Regina Craig,5,False
5402.240490766319,1987-06-06,399,private,female,2006-04-26,Rebecca Dorsey,9,True
1259.3491688856423,1993-03-10,400,corporate,male,2015-10-04,Michele Browning,2,True
3467.3221313461954,1976-02-12,401,private,female,1990-09-14,Robin Evans,6,False
15982.994720373286,1996-11-07,402,corporate,male,1987-05-26,Raymond Robinson,13,False
20773.17647396244,1971-05-16,403,corporate,female,2017-01-06,Matthew Garza,1,True
4116.411795748224,1974-01-12,404,private,male,1996-07-14,David Wright,12,True
24872.477239133023,1977-04-19,405,corporate,female,1975-03-05,Dwayne Lin,7,False
5433.2739901267505,2018-07-30,406,private,female,2000-04-01,Kenneth Martinez,14,True
7634.367102644999,1997-09-12,407,private,male,1996-07-28,Mark Fields,2,False
2694.353136205726,1977-08-08,408,private,male,1970-07-15,Elizabeth Briggs,12,False
2074.1593673648335,1992-06-04,409,private,male,2015-09-04,Tim Gibbs,6,True
16528.881056228012,2006-05-12,410,private,female,1976-06-08,Madeline Jackson,8,False
961.7727400765519,1982-08-30,411,private,female,1994-12-06,Gregory Olson,14,False
9832.355356201047,2014-04-15,412,private,female,1995-07-04,Crystal Blackwell,14,True
348.33019242033726,2005-02-26,413,private,male,2013-07-16,Eric Love,4,False
2328.849029913741,1987-05-04,414,corporate,male,2004-08-01,Willie Herrera,2,False
4409.796111225549,1989-01-14,415,corporate,female,1983-11-10,Kara Mullins,12,True
15553.589133115875,1970-10-12,416,corporate,female,1998-01-09,Michael Kerr,1,True
16494.690808753126,1980-02-24,417,private,male,2011-12-02,Sarah Rice,6,False
1867.3991380702332,1998-06-10,418,private,female,1992-03-14,Mary Rosario,10,True
14272.422497533296,2016-11-02,419,private,female,1974-11-05,Yolanda Higgins,7,False
18.720060948056364,1974-03-08,420,corporate,female,1982-08-14,Daniel Williams,12,False
2730.7374815532166,1982-11-19,421,private,male,2003-01-14,Sandra Lee,12,False
6544.793526564848,2011-10-06,422,private,female,2014-01-29,Roger Ramirez,7,False
1553.8065608974948,1973-07-07,423,private,female,2018-04-10,Paul Marsh,11,False
1608.4977925576165,2018-01-31,424,corporate,female,2006-06-28,Jeffrey Wright,10,False
2763.726918170936,2010-02-13,425,private,male,1990-03-11,Mark Melton,1,True
8284.625771049743,2006-04-26,426,private,male,2015-09-24,Diane Cooke,7,False
8585.304260459337,2007-05-05,427,corporate,female,1979-03-03,Catherine Johnson,3,True
2104.337192814217,1975-05-19,428,corporate,female,1993-10-13,Lawrence Durham,6,False
1980.7640466933549,1989-08-13,429,corporate,male,2001-10-18,Dr. Anthony Powers MD,9,True
10374.543550229422,2010-08-14,430,private,male,1988-08-31,Brandon Kelley,13,False
1133.800538371838,1971-04-10,431,corporate,male,1977-06-07,John Porter,4,True
3178.2442281714207,2018-03-25,432,private,male,1999-11-24,Paul Hays,5,True
5379.218676759156,1990-01-02,433,private,male,1995-06-04,Loretta Bailey,3,True
11303.476219227912,1989-03-29,434,corporate,male,2018-01-08,Nancy Hayes,1,False
12464.20276117447,1979-10-25,435,corporate,female,1991-05-03,Connor Stout MD,13,False
4031.530409475655,1983-10-01,436,private,male,2002-11-04,Kelly Allen,10,False
12254.825128312066,1990-05-25,437,private,female,1999-08-17,Richard Frazier,14,True
8088.885997380085,2009-08-18,438,corporate,male,1972-04-29,Jennifer Ferguson,5,False
2995.782313396589,2012-05-31,439,private,male,2014-11-01,Courtney Hernandez,12,False
20500.665111504884,1987-03-20,440,corporate,female,2009-01-11,Aaron Ramirez,9,True
1958.5130107998611,1986-03-25,441,corporate,male,2008-07-08,Stephanie Jimenez,14,True
14553.185669121718,1990-09-21,442,private,male,2005-08-08,Cameron Smith,14,True
17347.691466904733,1976-12-27,443,corporate,female,1992-05-25,Chelsea Gonzalez,10,False
8324.93024374075,1973-10-26,444,private,male,1997-03-16,Hannah Zimmerman,5,True
6316.388122108575,1982-12-05,445,corporate,male,2018-09-05,Jack Mata,5,False
15397.846043799778,1979-11-15,446,private,female,2006-12-03,Erin Brown,11,False
20345.398813178646,2013-08-02,447,private,female,1984-03-04,Teresa Decker,3,True
8072.699227525834,1993-01-08,448,private,male,2016-07-19,Kristie Taylor,3,True
12632.32041990273,2010-07-30,449,corporate,male,1973-08-13,Dustin Ramirez,4,True
7656.103935584121,2008-02-14,450,corporate,male,1981-03-20,Raymond Lane,11,False
2982.728053628937,2009-05-02,451,private,female,1995-03-07,Lori Cochran,6,False
6413.040228458682,1980-12-29,452,corporate,male,1981-12-12,Maria Perkins,4,True
16724.46072455507,2009-10-09,453,corporate,male,2006-01-10,William Bryan,2,False
6697.648118767022,2012-10-14,454,private,male,1994-11-03,Samuel Dickson,9,True
2188.640542146395,2004-12-20,455,private,female,2011-05-18,Patrick Chandler,12,False
11076.058774882544,2004-12-11,456,corporate,male,2005-06-18,Anthony Fowler,14,True
2786.383212320765,2015-12-20,457,corporate,male,2017-10-28,Andrea Vaughn,6,True
1094.0339259935797,2012-10-31,458,private,male,1999-12-06,John Fox,10,False
5632.440035704824,2008-07-16,459,corporate,female,1974-05-02,Juan Benson,2,True
14637.574895240325,1990-03-24,460,corporate,female,1991-11-07,Michael Reese,1,False
7986.779280747786,2005-08-24,461,private,female,2001-05-02,Jack Abbott,11,False
18558.34165505696,2009-07-10,462,corporate,female,1990-06-25,Kelsey Hood,13,False
10990.891493561785,2009-11-26,463,private,male,1997-04-17,Kristina Hernandez,13,False
7920.1400785186,1975-06-13,464,corporate,female,1995-09-01,Cody Cunningham,14,True
7909.256954218823,2011-10-18,465,private,male,2006-01-18,Lisa Mckenzie,14,True
4067.968125120074,1984-12-26,466,corporate,female,1995-04-20,Joshua Newman,13,True
5777.376748711837,1985-08-13,467,corporate,female,2014-03-24,Renee Johnson,13,True
11540.181517291127,1992-09-12,468,private,male,1997-01-16,Cassie Davis,5,False
2212.805464790332,2004-12-09,469,private,female,2011-11-08,Samantha Lee,14,False
11203.848652738401,1981-07-30,470,corporate,male,2006-07-23,Ashley Gomez,4,False
4213.164914297876,1986-01-10,471,private,male,1983-01-30,Heather Silva,8,False
4482.81950786628,1996-05-04,472,corporate,female,2003-01-21,Megan Silva,14,False
10755.106666857213,1985-07-22,473,corporate,male,1982-11-07,Mr. Alexander Scott,1,True
9617.373897223899,2004-02-22,474,corporate,male,1993-12-24,Vanessa Barnett,2,True
14574.334475208494,2006-07-17,475,corporate,male,2009-03-30,Kelly Mccall,1,True
8696.59355495556,1996-07-15,476,corporate,female,1998-01-22,Sheri Walker,5,False
1096.6977645203958,2006-02-22,477,corporate,male,2010-08-20,Cynthia Dickerson,6,True
16158.11146876472,1974-08-17,478,private,male,1997-06-19,Leonard Rich,12,True
2989.8981848731505,2002-12-02,479,corporate,female,2008-12-11,Tina Williams,13,True
10763.287152793806,1972-08-12,480,corporate,male,1990-07-28,Adam Graham,12,True
6266.822195474968,1983-10-17,481,private,female,1997-09-29,Matthew Durham,7,True
3569.8306206900547,1995-09-25,482,private,female,1988-09-13,Christopher Swanson,12,True
23985.862064575536,2009-03-17,483,corporate,female,2014-05-19,Christine Wright,9,True
7943.644781676586,2017-10-07,484,private,male,2006-09-11,Leah Martin,1,True
4179.513414995707,1985-05-08,485,corporate,female,2015-03-17,John Ramirez,4,False
676.7000599706213,2018-03-03,486,private,male,2014-08-30,Mark Dorsey,6,False
6760.099968423875,2004-06-17,487,private,male,2004-06-04,Courtney Pham,2,False
4832.015965332609,2006-09-15,488,private,male,1996-04-07,Lindsay Nguyen,6,True
3557.5832954496013,1991-09-21,489,corporate,female,1982-10-28,Stephen Phillips,12,False
2962.390164847617,2010-12-15,490,private,male,2008-02-02,Yvette Barnett,9,True
20037.160022432716,1974-01-13,491,private,female,2016-08-16,Shannon Herman,1,False
10749.768155104939,2007-11-26,492,corporate,male,2017-11-27,Paul Strickland Jr.,7,True
2406.54077739136,1987-05-17,493,corporate,male,1979-03-07,Ann Marsh MD,11,True
10814.026308515993,2011-11-10,494,private,female,2014-05-23,William Morrison,7,False
2158.275689812779,2004-05-19,495,private,female,2003-03-06,John Shaw,7,True
13628.689050594807,2013-01-12,496,corporate,male,1986-08-30,Kirsten Carson,7,True
5829.428315973912,2014-10-08,497,private,male,2006-04-24,Kevin Bowers,2,False
3522.4171560814107,1998-05-03,498,private,male,2013-07-05,Jennifer Taylor,3,False
14090.318347517747,1991-06-11,499,corporate,male,2001-08-17,Pamela Davis,10,False
